Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,25.70270347595215,26.18016242980957,25.45011329650879,25.659578323364258,24.319772720336914,3108056
2019-01-03,25.628774642944336,25.7211856842041,25.182119369506836,25.35770034790039,24.033658981323242,3001576
2019-01-04,25.644176483154297,25.644176483154297,24.732383728027344,25.07430648803711,23.765060424804688,4647800
2019-01-07,25.182119369506836,25.366941452026367,24.673856735229492,25.32689666748047,24.00446128845215,2045201
2019-01-08,25.351539611816406,25.770471572875977,25.30225372314453,25.567167282104492,24.23218536376953,5302589
2019-01-09,25.755069732666016,25.758150100708008,25.382343292236328,25.499399185180664,24.16795539855957,3667078
2019-01-10,25.54868507385254,25.6041316986084,24.97573471069336,24.97573471069336,23.671634674072266,3262258
2019-01-11,25.043502807617188,25.182119369506836,24.43358612060547,24.4736328125,23.195751190185547,9657244
2019-01-14,24.507516860961914,24.941850662231445,24.119388580322266,24.36581802368164,23.093564987182617,4288429
2019-01-15,24.368898391723633,24.793991088867188,24.368898391723633,24.64305305480957,23.3563232421875,4287780
2019-01-16,24.79707145690918,25.715024948120117,24.79707145690918,25.567167282104492,24.23218536376953,8534007
2019-01-17,25.687301635742188,25.936813354492188,25.206762313842773,25.751989364624023,24.407358169555664,5508408
2019-01-18,25.87212562561035,26.586772918701172,25.62261390686035,26.55596923828125,25.16935920715332,3602800
2019-01-21,26.565210342407227,26.66686248779297,26.328020095825195,26.506683349609375,25.12264633178711,913847
2019-01-22,26.519004821777344,26.783918380737305,26.34342384338379,26.673023223876953,25.280302047729492,1397878
2019-01-23,26.648380279541016,26.771596908569336,26.420433044433594,26.648380279541016,25.25694465637207,1678038
2019-01-24,26.580612182617188,27.08579444885254,26.460477828979492,27.08579444885254,25.671520233154297,1945862
2019-01-28,26.21712875366211,27.942140579223633,26.183242797851562,27.162805557250977,25.7445068359375,3987492
2019-01-29,27.415395736694336,27.6002197265625,26.519004821777344,26.617576599121094,25.22774887084961,2788290
2019-01-30,26.786998748779297,27.316823959350586,26.26333236694336,26.42967414855957,25.049657821655273,4005023
2019-01-31,26.645301818847656,26.709989547729492,25.785873413085938,26.26333236694336,24.892000198364258,5999581
2019-02-01,26.460477828979492,27.04574966430664,26.460477828979492,26.74079132080078,25.34453010559082,4660136
2019-02-04,26.94717788696289,27.215171813964844,26.494361877441406,26.953338623046875,25.545978546142578,3488528
2019-02-05,27.190528869628906,27.261377334594727,26.23253059387207,26.722309112548828,25.327014923095703,3143766
2019-02-06,26.645301818847656,26.879409790039062,26.284896850585938,26.491281509399414,25.108047485351562,2800627
2019-02-07,26.63913917541504,26.700748443603516,25.878286361694336,26.42967414855957,25.049657821655273,2601301
2019-02-08,26.830123901367188,27.480083465576172,26.155519485473633,27.480083465576172,26.04521942138672,6717349
2019-02-11,27.480083465576172,27.862051010131836,27.156644821166992,27.48932456970215,26.053977966308594,3963145
2019-02-12,27.689550399780273,28.709156036376953,27.6002197265625,28.616744995117188,27.12253189086914,4876993
2019-02-13,28.616744995117188,28.712236404418945,27.889774322509766,27.926738739013672,26.468551635742188,4548462
2019-02-14,28.08075714111328,28.644468307495117,27.729595184326172,28.33951187133789,26.85977554321289,3289202
2019-02-15,28.031471252441406,28.308706283569336,27.46468162536621,28.077678680419922,26.61161231994629,7858441
2019-02-18,28.33951187133789,28.50893211364746,27.91133689880371,28.247098922729492,26.772184371948242,2267251
2019-02-19,28.308706283569336,28.428842544555664,27.92365837097168,28.37031364440918,26.888965606689453,4693574
2019-02-20,28.428842544555664,28.585941314697266,27.818925857543945,28.570539474487305,27.078737258911133,4470874
2019-02-21,28.462726593017578,29.220500946044922,28.462726593017578,29.220500946044922,27.69476318359375,5794411
2019-02-22,29.091123580932617,29.408403396606445,28.758441925048828,28.770763397216797,27.268510818481445,3535276
2019-02-25,29.041837692260742,29.060319900512695,28.38571548461914,28.80156707763672,27.29770278930664,3659611
2019-02-26,28.869335174560547,29.146570205688477,28.27174186706543,28.878576278686523,27.370691299438477,5838562
2019-02-27,28.613664627075195,28.70607566833496,27.723434448242188,27.723434448242188,26.27586555480957,11978061
2019-02-28,27.991426467895508,28.053035736083984,27.202850341796875,27.415395736694336,25.983909606933594,6888107
2019-03-01,27.443119049072266,27.95138168334961,27.443119049072266,27.744997024536133,26.29629898071289,4826674
2019-03-07,26.799320220947266,26.830123901367188,25.81667709350586,26.645301818847656,25.254026412963867,7730860
2019-03-08,26.64221954345703,28.06227684020996,26.226369857788086,28.06227684020996,26.597013473510742,14605657
2019-03-11,27.877452850341797,28.142366409301758,27.526290893554688,28.031471252441406,26.56781768798828,5264607
2019-03-12,28.099241256713867,28.277902603149414,27.430797576904297,27.76963996887207,26.319658279418945,3051245
2019-03-13,27.763479232788086,28.009910583496094,27.04574966430664,27.486244201660156,26.05105972290039,3621304
2019-03-14,27.569414138793945,27.929819107055664,27.01494598388672,27.415395736694336,25.983909606933594,4505285
2019-03-15,27.54169273376465,27.81276512145996,26.956418991088867,27.135080337524414,25.718233108520508,6010294
2019-03-18,27.29526138305664,27.65874671936035,27.227493286132812,27.65874671936035,26.214555740356445,3172009
2019-03-19,27.689550399780273,28.10232162475586,27.689550399780273,28.031471252441406,26.56781768798828,4326736
2019-03-20,28.06227684020996,28.23169708251953,27.831247329711914,28.031471252441406,26.56781768798828,3038584
2019-03-21,28.031471252441406,28.077678680419922,27.723434448242188,27.91133689880371,26.453954696655273,4509506
2019-03-22,27.064233779907227,27.71111297607422,26.552888870239258,27.452360153198242,26.08379554748535,4954256
2019-03-25,27.415395736694336,28.037633895874023,27.359949111938477,27.846649169921875,26.458425521850586,4654942
2019-03-26,27.877452850341797,28.00682830810547,27.510887145996094,27.88361358642578,26.493549346923828,3608319
2019-03-27,27.963703155517578,27.994508743286133,27.359949111938477,27.50164794921875,26.13062286376953,6202153
2019-03-28,27.452360153198242,27.79736328125,26.956418991088867,27.415395736694336,26.04867172241211,5540871
2019-03-29,27.5478515625,28.108482360839844,27.544771194458008,28.108482360839844,26.70720672607422,5143518
2019-04-01,28.123884201049805,28.459644317626953,27.800443649291992,28.33951187133789,26.926719665527344,4123190
2019-04-02,28.410358428955078,28.63214683532715,28.046873092651367,28.4011173248291,26.985252380371094,2914249
2019-04-03,28.4011173248291,29.10960578918457,28.30254554748535,28.80156707763672,27.365737915039062,3959249
2019-04-04,28.807729721069336,29.007953643798828,28.293304443359375,28.348751068115234,26.935497283935547,3950484
2019-04-05,28.820049285888672,29.340635299682617,28.512012481689453,29.288267135620117,27.828176498413086,3575530
2019-04-08,29.32215118408203,29.74724578857422,29.02335548400879,29.74724578857422,28.264272689819336,3314524
2019-04-09,29.57166290283203,29.701038360595703,29.183534622192383,29.325233459472656,27.863300323486328,1771533
2019-04-10,29.337554931640625,29.479251861572266,28.37031364440918,28.77692413330078,27.34232521057129,5697995
2019-04-11,28.770763397216797,29.32215118408203,28.502771377563477,29.10960578918457,27.65842056274414,4173508
2019-04-12,28.934024810791016,29.417644500732422,28.598262786865234,29.417644500732422,27.95110321044922,3352182
2019-04-15,29.34371566772461,29.55626106262207,29.029516220092773,29.349876403808594,27.8867130279541,2632790
2019-04-16,29.506975173950195,29.506975173950195,28.974069595336914,29.26054573059082,27.801836013793945,1807892
2019-04-17,29.282106399536133,29.47309112548828,28.986391067504883,29.26362419128418,27.80476188659668,2644802
2019-04-18,29.266704559326172,29.436126708984375,28.610584259033203,28.610584259033203,27.184276580810547,3130780
2019-04-22,28.67527198791504,29.3868408203125,28.672191619873047,29.158891677856445,27.705249786376953,1923138
2019-04-23,29.158891677856445,30.203140258789062,29.158891677856445,30.138452529907227,28.635976791381836,4437761
2019-04-24,30.203140258789062,30.403366088867188,29.885862350463867,29.97211265563965,28.477930068969727,3396332
2019-04-25,29.969032287597656,30.2801513671875,29.728763580322266,30.187740325927734,28.68280792236328,4469251
2019-04-26,30.187740325927734,30.23702621459961,29.158891677856445,29.158891677856445,27.705249786376953,8418112
2019-04-29,29.158891677856445,29.61170768737793,28.139286041259766,29.232820510864258,27.77549171447754,4373159
2019-04-30,29.380680084228516,29.47309112548828,28.909381866455078,28.92478370666504,27.482810974121094,3437885
2019-05-02,28.853933334350586,29.753406524658203,28.853933334350586,29.72568130493164,28.243783950805664,6876096
2019-05-03,29.86121940612793,30.83769989013672,29.482332229614258,30.834619522094727,29.297439575195312,17100803
2019-05-06,30.495777130126953,31.093372344970703,30.052202224731445,30.341758728027344,28.829145431518555,3514174
2019-05-07,30.249347686767578,30.773012161254883,30.012157440185547,30.649797439575195,29.121829986572266,6713778
2019-05-08,30.720645904541016,31.108774185180664,30.2801513671875,30.649797439575195,29.121829986572266,4072222
2019-05-09,30.649797439575195,30.745288848876953,30.036800384521484,30.649797439575195,29.121829986572266,7749689
2019-05-10,30.708324432373047,31.170381546020508,30.400285720825195,31.136497497558594,29.584266662597656,3242780
2019-05-13,30.64363670349121,31.01020050048828,30.138452529907227,30.14153480529785,28.638904571533203,2592860
